timestamp,lat,lng,address,pm25,pm10,no2,o3,co,so2,aqi,ph,turbidity,conductivity,dissolved_oxygen,temperature,soil_ph,organic_matter,nitrogen,phosphorus,potassium,lead,cadmium,mercury,arsenic,chromium,day_noise,night_noise,peak_noise,equivalent_noise,biodiversity_index,green_coverage,air_pollution_index,water_pollution_index,soil_contamination_index,overall_health_score
2025-06-12T01:04:15.823557,37.008175,-80.572521,Sample Location 74,5.2,11.7,15.0,23.5,0.9,12.9,88.0,7.32,2.5,429.0,8.0,15.3,6.02,1.78,10.1,17.0,157.9,4.44,0.19,0.9,3.02,6.76,54.9,38.2,72.5,53.9,0.33,23.5,20.0,13.8,26.6,57.1
2025-06-12T03:04:15.823557,49.934023,-79.851881,Sample Location 52,29.8,50.7,45.4,65.3,2.14,11.9,37.0,7.31,0.64,326.0,6.5,18.0,6.91,1.24,18.7,10.1,98.8,3.32,0.19,0.37,1.87,12.68,45.3,47.4,77.7,62.3,0.65,20.9,59.4,51.1,24.0,66.5
2025-06-12T05:04:15.823557,25.470699,-108.085762,Sample Location 16,18.9,28.6,44.0,61.2,1.32,12.5,40.0,7.37,0.05,223.0,6.9,22.5,6.84,4.62,30.3,23.1,76.0,5.26,1.83,0.37,2.27,5.4,45.7,37.6,68.5,66.1,0.77,21.5,46.2,35.0,29.7,83.3
2025-06-12T07:04:15.823557,34.739707,-116.549077,Sample Location 27,16.6,10.2,45.5,20.4,1.2,6.0,75.0,7.48,4.94,546.0,8.0,18.2,6.71,2.99,48.8,21.2,83.1,4.7,0.94,0.5,0.44,6.16,60.2,41.9,74.5,66.2,0.68,22.7,24.5,37.6,13.3,89.5
2025-06-12T09:04:15.823557,27.16638,-116.457368,Sample Location 21,27.3,46.3,45.0,37.8,2.01,12.3,26.0,7.84,4.8,745.0,8.5,24.1,7.18,2.21,16.7,19.2,190.2,5.4,1.63,0.67,1.1,4.82,64.9,42.4,70.3,61.2,0.75,21.5,31.5,36.2,29.0,56.8
2025-06-12T11:04:15.823557,37.834748,-114.234506,Sample Location 59,11.0,58.4,18.3,27.0,0.8,8.1,36.0,6.51,1.76,259.0,12.0,15.1,7.39,1.44,22.0,5.2,87.3,4.1,0.91,0.38,4.08,8.96,53.6,45.9,72.8,53.9,0.42,30.0,34.1,47.3,37.4,61.6
2025-06-12T13:04:15.823557,40.717049,-83.750768,Sample Location 61,24.8,36.0,20.6,50.4,2.19,10.1,25.0,7.98,4.55,656.0,6.7,17.6,6.48,1.93,41.6,11.8,162.5,0.45,0.18,0.35,0.12,9.0,48.9,54.7,79.2,60.2,0.73,26.4,57.0,25.9,27.9,65.9
2025-06-12T15:04:15.823557,34.626622,-73.157516,Sample Location 64,24.4,20.2,22.5,77.2,0.71,5.6,87.0,7.67,3.95,336.0,9.5,15.7,6.82,4.24,23.8,13.3,180.4,9.22,0.06,0.49,0.74,7.37,54.1,45.6,66.2,53.0,0.67,10.0,70.6,33.4,33.4,61.5
2025-06-12T17:04:15.823557,35.712711,-110.80155,Sample Location 88,16.9,34.6,28.1,77.6,2.12,12.3,25.0,7.96,0.42,279.0,10.0,16.4,6.43,4.68,23.6,13.2,109.8,4.49,0.59,0.59,1.17,8.16,56.9,45.7,62.3,59.5,0.41,27.7,77.2,28.7,28.3,66.0
2025-06-12T19:04:15.823557,26.333751,-90.192388,Sample Location 13,12.8,43.7,43.5,75.5,1.35,4.7,75.0,7.76,0.21,221.0,11.2,18.6,6.94,2.57,24.5,17.1,53.8,9.12,0.48,0.45,0.06,4.24,49.2,39.6,71.3,64.5,0.32,20.7,34.1,24.4,27.1,82.6
2025-06-12T21:04:15.823557,45.774095,-83.324065,Sample Location 78,24.5,27.1,16.8,72.1,0.73,2.6,99.0,6.54,0.09,559.0,9.0,19.7,7.41,4.37,32.3,9.1,128.5,9.27,1.88,0.42,4.81,9.02,51.5,52.3,63.6,50.1,0.61,25.3,72.5,37.1,33.2,59.5
2025-06-12T23:04:15.823557,31.673792,-74.879659,Sample Location 70,7.9,37.6,34.9,56.5,2.16,6.7,68.0,7.9,0.64,389.0,10.7,24.2,6.8,1.14,18.4,21.3,129.0,3.8,0.24,0.51,4.9,7.06,46.2,42.2,64.1,62.5,0.65,24.8,23.1,15.0,22.1,55.2
2025-06-13T01:04:15.823557,35.851054,-94.092676,Sample Location 91,21.1,10.7,49.5,30.4,1.16,15.0,43.0,6.91,4.93,387.0,9.8,23.7,6.97,2.39,42.9,5.6,82.6,9.04,0.52,0.36,1.83,10.41,53.4,53.4,63.2,61.5,0.65,26.2,56.4,49.0,17.7,70.0
2025-06-13T03:04:15.823557,34.320433,-100.015652,Sample Location 65,14.2,14.7,43.9,75.2,2.06,9.8,27.0,8.04,1.19,434.0,11.3,19.9,6.81,2.06,11.7,12.8,152.9,1.05,1.59,0.54,1.0,3.34,52.1,48.4,76.8,53.5,0.64,31.4,68.2,42.5,24.7,55.6
2025-06-13T05:04:15.823557,29.761045,-71.171311,Sample Location 7,23.3,49.4,37.6,38.6,1.99,13.7,82.0,6.56,0.55,381.0,10.8,22.7,6.26,2.63,17.2,19.8,181.8,4.33,1.0,0.51,3.13,0.62,48.8,40.5,73.6,65.0,0.65,37.3,28.5,40.8,34.1,83.3
2025-06-13T07:04:15.823557,48.608379,-107.641933,Sample Location 93,21.5,31.7,39.3,45.3,0.82,11.8,46.0,7.78,2.09,591.0,10.5,15.3,6.92,4.72,32.9,6.9,164.8,7.95,1.43,0.04,3.39,8.21,54.8,39.3,71.5,66.8,0.51,32.6,51.5,44.5,15.7,78.0
2025-06-13T09:04:15.823557,33.981512,-109.513029,Sample Location 92,9.7,35.5,15.4,44.1,1.73,13.5,65.0,6.96,3.62,674.0,11.8,18.8,7.37,4.64,23.5,24.8,169.6,9.88,1.93,0.07,2.07,4.81,61.9,38.0,66.5,65.8,0.75,13.8,39.3,45.5,8.3,68.5
2025-06-13T11:04:15.823557,45.410082,-104.823259,Sample Location 41,26.1,50.9,35.2,79.2,2.3,6.6,71.0,8.37,4.76,425.0,8.6,23.3,6.76,3.06,45.4,18.4,86.5,0.55,0.21,0.81,1.54,3.28,46.0,37.5,77.9,57.0,0.42,12.2,67.8,17.7,18.5,57.4
2025-06-13T13:04:15.823557,46.676856,-96.209438,Sample Location 85,26.8,44.3,34.4,29.5,2.54,6.7,63.0,7.56,1.69,562.0,9.1,18.5,7.27,3.64,15.7,6.9,104.5,1.97,1.1,0.21,0.44,0.96,64.1,44.7,73.8,66.4,0.38,33.5,65.5,58.3,8.8,57.4
2025-06-13T15:04:15.823557,27.147098,-101.501874,Sample Location 22,29.9,36.7,35.8,49.0,2.16,3.8,56.0,7.02,1.39,645.0,9.3,18.5,6.94,2.38,26.2,21.3,87.0,2.39,1.22,0.11,3.94,8.85,64.7,35.8,76.7,58.8,0.59,19.9,38.6,25.3,21.9,76.8
2025-06-13T17:04:15.823557,35.805596,-103.294383,Sample Location 8,12.3,39.0,40.2,32.2,2.05,8.8,92.0,8.3,3.17,499.0,6.2,20.8,7.21,4.16,35.1,20.7,166.5,5.16,1.78,0.67,2.25,2.56,54.8,42.5,66.5,65.2,0.77,21.9,23.0,27.0,26.7,74.6
2025-06-13T19:04:15.823557,33.723268,-88.50739,Sample Location 72,12.9,51.5,24.1,25.1,2.72,13.6,54.0,6.79,2.93,597.0,9.5,23.1,6.81,1.92,38.2,13.3,168.3,5.18,1.89,0.33,3.33,6.64,53.0,46.7,72.9,66.4,0.45,17.4,78.1,34.4,23.1,79.1
2025-06-13T21:04:15.823557,34.544549,-90.192391,Sample Location 97,28.1,35.6,32.9,36.6,2.57,2.0,76.0,8.13,2.69,300.0,11.3,15.3,7.42,3.21,21.5,14.5,166.0,2.77,0.64,0.81,0.01,4.45,58.6,48.1,76.5,52.2,0.68,20.2,20.0,17.3,21.8,52.6
2025-06-13T23:04:15.823557,29.763308,-92.538977,Sample Location 95,8.6,21.1,38.3,43.8,0.87,7.5,38.0,6.51,2.55,774.0,7.1,21.7,6.11,3.55,18.1,13.6,87.7,5.01,1.42,0.8,2.51,5.87,53.5,38.8,60.1,65.1,0.46,24.2,35.6,53.9,28.4,65.0
2025-06-14T01:04:15.823557,32.204374,-105.860957,Sample Location 35,7.9,44.3,34.9,74.4,0.5,5.8,95.0,7.56,0.42,716.0,6.4,20.6,7.45,3.93,17.7,6.2,160.7,8.95,1.98,0.07,1.2,15.0,47.6,35.8,76.4,67.1,0.45,29.1,58.5,43.6,19.6,56.5
2025-06-14T03:04:15.823557,47.384476,-72.150792,Sample Location 56,20.7,33.6,47.2,39.7,0.55,4.2,55.0,8.16,2.02,431.0,6.2,23.1,6.88,1.58,27.3,10.4,173.3,6.18,1.14,0.14,1.6,12.18,47.8,53.7,77.8,56.0,0.71,23.5,65.7,56.4,17.3,89.9
2025-06-14T05:04:15.823557,44.373544,-72.604378,Sample Location 87,9.7,10.4,16.0,53.5,1.3,11.7,72.0,7.77,2.52,680.0,10.1,18.5,7.36,2.54,11.3,23.0,199.5,4.92,1.45,0.22,4.81,10.45,60.0,49.5,77.0,54.7,0.64,14.2,25.2,47.9,37.2,60.0
2025-06-14T07:04:15.823557,37.976953,-83.889777,Sample Location 37,31.7,47.5,12.0,30.9,2.2,10.1,30.0,8.34,2.72,361.0,7.2,22.4,6.72,4.89,26.5,22.2,115.5,2.39,1.08,0.09,2.07,12.54,58.3,47.0,79.9,52.0,0.77,31.7,65.3,26.2,7.2,66.7
2025-06-14T09:04:15.823557,33.448382,-114.698259,Sample Location 60,25.7,59.8,14.5,38.9,2.66,5.8,26.0,7.13,0.68,407.0,9.8,19.6,7.04,3.13,28.8,16.6,67.7,9.92,0.28,0.89,3.05,8.91,58.0,51.1,74.6,55.5,0.35,16.1,35.0,42.1,13.2,72.0
2025-06-14T11:04:15.823557,40.348703,-71.771828,Sample Location 95,21.6,37.9,29.7,79.5,2.09,3.9,26.0,7.1,0.39,691.0,9.8,24.7,6.93,2.21,47.8,20.0,169.5,4.11,0.08,0.62,4.43,1.56,54.5,47.5,66.9,54.1,0.79,26.5,42.5,54.9,30.4,80.2
2025-06-14T13:04:15.823557,31.874184,-110.146953,Sample Location 16,5.9,16.5,24.0,71.9,1.4,7.4,74.0,7.26,3.57,581.0,11.8,20.4,6.89,2.51,32.1,16.6,187.7,5.98,0.16,0.24,1.55,2.77,59.8,52.9,64.1,52.6,0.37,29.7,63.5,17.9,22.8,56.4
2025-06-14T15:04:15.823557,44.773873,-102.836635,Sample Location 48,18.6,52.2,17.2,22.4,2.85,13.3,23.0,8.32,2.53,531.0,11.5,24.6,6.93,3.6,31.3,7.1,161.7,3.18,1.7,0.66,2.72,0.59,57.2,35.3,60.8,58.3,0.64,38.4,23.8,57.4,25.2,86.0
2025-06-14T17:04:15.823557,39.978398,-97.581545,Sample Location 48,17.3,34.3,21.0,63.1,0.64,12.3,96.0,6.51,4.58,691.0,6.4,24.1,6.26,2.68,36.1,23.6,54.7,2.03,1.16,0.49,4.12,10.21,60.8,35.7,63.1,52.9,0.65,25.0,50.5,38.7,5.4,72.1
2025-06-14T19:04:15.823557,42.249911,-74.958582,Sample Location 39,11.6,12.0,47.9,22.9,0.64,7.7,72.0,7.05,3.61,300.0,10.5,15.5,6.77,1.19,42.9,19.7,51.6,9.68,0.98,0.27,2.49,10.21,62.3,36.7,77.3,68.4,0.51,37.6,26.8,55.5,21.1,69.9
2025-06-14T21:04:15.823557,42.414744,-93.824249,Sample Location 45,12.6,53.0,44.6,61.2,2.58,9.5,94.0,7.46,1.74,234.0,8.2,19.4,6.52,2.24,42.2,13.8,72.7,9.43,0.13,0.34,1.3,7.65,59.0,42.5,67.6,56.0,0.48,24.9,62.0,18.8,37.3,59.1
2025-06-14T23:04:15.823557,25.466289,-74.491342,Sample Location 21,12.9,12.4,33.4,37.0,1.98,12.8,39.0,7.94,4.73,386.0,6.9,24.5,6.48,1.42,34.5,12.9,114.4,3.69,1.9,0.89,0.51,12.37,48.4,44.4,75.6,61.5,0.4,16.2,58.0,52.7,40.0,73.8
2025-06-15T01:04:15.823557,36.390943,-106.426342,Sample Location 13,29.8,37.2,49.5,40.4,1.59,9.3,99.0,6.72,4.33,509.0,7.7,22.9,6.86,1.94,27.4,14.0,124.7,4.76,1.97,0.92,0.43,0.94,49.2,48.1,60.0,53.9,0.68,25.1,51.4,44.3,20.0,59.8
2025-06-15T03:04:15.823557,29.819175,-114.908847,Sample Location 56,5.7,50.5,17.1,47.3,0.99,4.4,44.0,8.01,1.74,570.0,7.5,23.4,6.46,4.47,18.6,18.1,80.9,4.8,0.99,0.56,3.87,4.18,64.9,54.0,73.5,56.4,0.8,27.1,34.8,10.3,19.9,57.4
2025-06-15T05:04:15.823557,38.713004,-85.239907,Sample Location 99,18.7,36.5,37.8,58.5,2.95,6.4,98.0,7.39,4.98,595.0,7.7,18.1,6.18,2.31,24.9,18.0,50.8,3.92,1.63,0.7,2.24,8.96,62.0,49.3,71.6,67.4,0.55,36.4,45.1,23.1,36.3,65.4
2025-06-15T07:04:15.823557,34.405162,-89.029651,Sample Location 6,14.2,22.7,48.4,20.5,1.33,2.8,76.0,7.82,1.21,621.0,10.7,21.7,6.55,4.49,43.4,6.1,77.3,2.69,0.96,0.57,4.61,2.64,49.0,54.2,78.1,59.5,0.64,23.7,62.6,35.0,23.9,82.5
2025-06-15T09:04:15.823557,44.050438,-116.979588,Sample Location 12,11.2,54.7,33.4,63.4,2.4,5.4,90.0,7.02,0.2,624.0,6.7,19.9,7.18,4.76,43.5,9.6,115.5,4.8,0.66,0.18,0.33,4.08,61.5,45.0,66.3,62.1,0.63,27.6,79.7,34.3,35.4,76.3
2025-06-15T11:04:15.823557,45.83474,-97.280866,Sample Location 84,13.9,41.9,11.9,67.3,1.43,15.0,60.0,7.74,3.32,796.0,11.3,20.3,7.44,3.39,37.0,8.7,121.6,7.33,1.58,0.21,2.66,12.65,50.6,39.1,78.5,62.1,0.57,23.9,45.4,51.8,19.5,74.6
2025-06-15T13:04:15.823557,34.316012,-118.638215,Sample Location 91,29.4,51.0,28.9,70.8,1.59,5.1,23.0,7.28,1.72,236.0,8.8,24.4,7.16,3.66,49.0,17.0,101.8,6.4,0.08,0.09,1.18,13.67,53.1,52.2,71.6,62.7,0.54,21.4,33.3,15.5,17.7,67.2
2025-06-15T15:04:15.823557,41.346435,-82.831224,Sample Location 16,30.3,28.2,27.4,30.2,2.18,5.5,85.0,7.05,2.8,501.0,7.5,18.1,6.9,2.94,30.3,7.3,60.9,0.41,1.48,0.4,2.66,4.97,64.5,48.9,60.5,65.3,0.69,24.1,58.9,41.0,20.8,85.6
2025-06-15T17:04:15.823557,44.067804,-89.142773,Sample Location 94,12.2,46.4,31.6,48.7,2.28,13.7,62.0,6.86,0.81,397.0,11.4,16.7,7.08,1.44,31.4,15.7,58.7,4.58,1.58,1.0,0.9,8.8,52.7,50.0,74.6,69.2,0.37,14.6,64.0,55.9,18.6,76.2
2025-06-15T19:04:15.823557,47.793988,-118.138055,Sample Location 51,24.9,34.1,34.6,20.2,1.51,13.5,67.0,7.02,3.18,585.0,11.7,24.9,6.61,1.82,11.2,19.5,132.3,1.99,1.5,0.81,2.85,9.19,57.1,42.5,70.2,65.3,0.4,19.5,57.1,36.6,39.9,58.8
2025-06-15T21:04:15.823557,44.998574,-111.853374,Sample Location 92,10.9,39.0,26.4,60.5,2.89,14.7,24.0,7.47,2.15,306.0,11.1,19.6,7.26,4.67,23.7,11.9,198.6,9.57,1.49,0.21,0.03,2.75,61.7,42.5,78.8,54.3,0.77,17.5,62.6,20.7,28.3,77.5
2025-06-15T23:04:15.823557,32.704212,-97.320336,Sample Location 29,29.7,53.8,35.5,72.6,2.64,13.5,23.0,7.2,1.29,228.0,8.2,16.8,6.01,3.87,31.0,7.6,145.0,9.74,1.09,0.95,2.82,9.67,46.0,48.5,79.9,60.1,0.63,22.7,21.9,11.5,9.6,67.3
2025-06-16T01:04:15.823557,36.810195,-113.755557,Sample Location 11,22.1,55.3,42.4,52.7,2.64,2.8,45.0,6.69,2.94,702.0,11.5,15.4,6.06,3.31,45.1,10.1,102.6,3.35,0.8,0.99,3.66,7.75,58.0,42.5,67.9,54.0,0.54,27.6,40.9,48.9,37.5,88.4
2025-06-16T03:04:15.823557,32.470095,-81.120325,Sample Location 11,29.6,43.6,19.9,35.1,0.83,11.5,88.0,6.94,1.72,790.0,11.2,24.5,6.11,3.24,12.6,6.5,96.7,9.21,0.35,0.74,2.01,3.29,64.5,40.5,64.3,62.7,0.37,18.5,28.9,25.1,6.9,72.2
2025-06-16T05:04:15.823557,31.402062,-104.122158,Sample Location 29,5.4,38.2,46.5,21.3,1.24,12.8,54.0,7.63,4.7,428.0,9.6,25.0,7.22,1.08,18.3,16.1,82.8,7.17,0.8,0.17,4.05,4.81,56.5,52.6,75.3,65.9,0.41,24.2,34.3,25.0,27.7,63.8
2025-06-16T07:04:15.823557,26.136348,-76.162145,Sample Location 80,18.5,50.2,38.7,77.8,1.3,7.3,38.0,7.74,4.59,770.0,7.3,15.6,6.22,1.47,18.0,11.2,63.9,7.56,1.17,0.65,3.96,3.85,49.8,35.2,60.7,60.4,0.76,17.5,48.6,12.1,20.9,59.4
2025-06-16T09:04:15.823557,45.615707,-88.62248,Sample Location 83,33.3,30.2,15.4,46.4,2.02,12.8,55.0,7.62,4.14,697.0,10.9,19.5,6.57,2.22,15.4,6.7,64.8,0.11,0.34,0.04,4.44,8.45,53.4,54.7,68.3,50.0,0.75,22.5,61.4,39.2,34.7,51.5
2025-06-16T11:04:15.823557,49.429555,-74.713769,Sample Location 24,34.5,12.4,23.0,59.7,1.45,14.0,84.0,7.75,1.86,686.0,11.8,18.3,6.93,3.25,27.0,22.0,65.6,9.46,0.17,0.29,0.15,3.87,49.7,42.3,63.7,61.7,0.35,33.0,30.4,37.2,22.2,85.7
2025-06-16T13:04:15.823557,45.067807,-78.465075,Sample Location 12,24.3,32.5,22.1,68.6,1.04,7.5,45.0,7.97,0.35,484.0,9.7,17.6,6.25,1.39,23.7,5.5,58.7,6.1,1.78,0.25,2.24,11.71,50.7,44.7,70.3,68.7,0.57,11.4,61.2,40.2,19.6,67.3
2025-06-16T15:04:15.823557,30.104572,-115.303118,Sample Location 57,18.9,22.9,15.3,75.2,0.63,13.9,59.0,6.86,3.53,548.0,11.3,19.9,6.83,1.69,27.0,19.0,177.5,5.88,1.78,0.45,1.73,10.62,59.2,53.3,76.2,64.7,0.77,38.6,63.8,34.6,22.8,84.9
2025-06-16T17:04:15.823557,32.522286,-81.259475,Sample Location 6,6.9,58.2,44.2,73.5,0.69,5.5,78.0,7.69,4.6,586.0,8.0,16.8,6.79,1.57,37.2,12.7,178.2,3.11,1.16,0.22,2.14,8.4,54.9,41.9,70.1,66.4,0.59,27.0,33.7,30.9,37.6,75.3
2025-06-16T19:04:15.823557,41.07855,-107.831226,Sample Location 8,22.5,23.7,42.7,43.8,2.25,2.5,47.0,7.04,0.7,390.0,10.8,24.0,6.92,3.4,11.9,6.4,87.1,2.9,0.77,0.33,3.17,7.34,54.8,54.8,77.7,69.9,0.38,17.8,51.5,18.8,8.3,68.2
2025-06-16T21:04:15.823557,49.76623,-96.23056,Sample Location 63,11.8,59.4,34.1,21.6,0.72,7.2,23.0,6.97,3.92,545.0,11.3,20.5,6.9,2.96,16.4,20.1,151.4,4.5,0.68,0.74,4.76,11.39,59.2,42.8,64.1,53.1,0.55,15.9,21.0,25.2,16.2,77.8
2025-06-16T23:04:15.823557,30.373256,-77.962739,Sample Location 55,8.9,39.5,10.5,49.5,1.09,6.5,66.0,7.46,3.89,511.0,8.1,24.0,6.91,2.56,12.2,24.7,162.7,5.38,0.32,0.71,1.99,10.1,56.7,55.0,73.9,63.4,0.36,19.8,46.4,50.5,15.0,57.1
2025-06-17T01:04:15.823557,47.436519,-104.891466,Sample Location 51,28.7,31.5,14.4,29.4,1.68,11.6,42.0,8.04,1.36,462.0,8.2,21.0,6.38,2.33,24.9,23.7,65.7,0.62,0.47,0.61,4.52,4.72,56.1,45.6,63.7,53.8,0.44,17.7,24.4,30.7,17.4,60.2
2025-06-17T03:04:15.823557,43.196791,-101.973109,Sample Location 10,20.9,58.9,34.2,52.9,1.78,3.4,24.0,7.41,1.82,540.0,8.0,20.0,6.06,3.88,40.1,18.6,102.2,6.56,0.26,0.81,1.23,5.69,51.1,35.8,63.4,60.7,0.39,18.7,44.8,15.9,8.8,61.4
2025-06-17T05:04:15.823557,41.770092,-71.607571,Sample Location 10,34.8,10.7,36.2,79.4,1.5,13.6,43.0,7.46,2.38,288.0,9.2,15.8,7.07,2.02,31.9,11.0,148.7,6.68,0.85,0.38,0.88,8.97,54.6,47.3,62.5,54.7,0.36,11.0,77.2,47.0,20.4,66.9
2025-06-17T07:04:15.823557,33.11656,-75.562425,Sample Location 3,13.4,47.9,13.4,37.1,2.37,11.4,90.0,8.36,2.07,560.0,11.8,18.1,7.46,2.38,37.4,11.1,140.5,5.72,0.74,0.23,0.21,14.71,56.6,38.1,75.9,56.8,0.53,17.4,54.3,26.2,13.8,89.3
2025-06-17T09:04:15.823557,35.269068,-107.30504,Sample Location 26,22.7,49.0,19.5,28.1,2.41,2.2,20.0,7.99,2.06,411.0,8.2,22.3,6.02,3.06,26.4,6.8,156.4,6.26,1.23,0.3,3.1,3.22,63.7,47.2,73.6,68.6,0.35,29.3,74.4,43.9,39.1,82.8
2025-06-17T11:04:15.823557,49.503303,-78.42518,Sample Location 72,12.4,31.9,36.9,59.7,1.39,2.3,63.0,8.2,3.27,419.0,9.3,24.9,6.59,4.4,41.4,17.0,194.2,0.33,0.44,0.46,4.28,8.69,54.0,35.8,65.5,66.1,0.4,20.6,39.3,14.7,21.0,75.7
